fecha,ruta,pasajeros
2023-01-10,Medellin-Bogota,186
2023-01-11,Medellin-Bogota,186
2023-01-12,Medellin-Bogota,246
2023-01-13,Medellin-Bogota,345
2023-01-14,Medellin-Bogota,296
2023-01-15,Medellin-Bogota,376
2023-01-16,Medellin-Bogota,252
2023-01-17,Medellin-Bogota,169
2023-01-18,Medellin-Bogota,177
2023-01-19,Medellin-Bogota,257
2023-01-20,Medellin-Bogota,348
2023-01-21,Medellin-Bogota,313
2023-01-22,Medellin-Bogota,364
2023-01-23,Medellin-Bogota,245
2023-01-24,Medellin-Bogota,202
2023-01-25,Medellin-Bogota,155
2023-01-26,Medellin-Bogota,203
2023-01-27,Medellin-Bogota,319
2023-01-28,Medellin-Bogota,300
2023-01-29,Medellin-Bogota,356
2023-01-30,Medellin-Bogota,288
2023-01-31,Medellin-Bogota,170
2023-02-01,Medellin-Bogota,185
2023-02-02,Medellin-Bogota,267
2023-02-03,Medellin-Bogota,386
2023-02-04,Medellin-Bogota,313
2023-02-05,Medellin-Bogota,388
2023-02-06,Medellin-Bogota,255
2023-02-07,Medellin-Bogota,192
2023-02-08,Medellin-Bogota,195
2023-02-09,Medellin-Bogota,223
2023-02-10,Medellin-Bogota,328
2023-02-11,Medellin-Bogota,271
2023-02-12,Medellin-Bogota,359
2023-02-13,Medellin-Bogota,225
2023-02-14,Medellin-Bogota,193
2023-02-15,Medellin-Bogota,198
2023-02-16,Medellin-Bogota,236
2023-02-17,Medellin-Bogota,373
2023-02-18,Medellin-Bogota,247
2023-02-19,Medellin-Bogota,358
2023-02-20,Medellin-Bogota,219
2023-02-21,Medellin-Bogota,142
2023-02-22,Medellin-Bogota,177
2023-02-23,Medellin-Bogota,231
2023-02-24,Medellin-Bogota,374
2023-02-25,Medellin-Bogota,283
2023-02-26,Medellin-Bogota,341
2023-02-27,Medellin-Bogota,271
2023-02-28,Medellin-Bogota,203
2023-03-01,Medellin-Bogota,191
2023-03-02,Medellin-Bogota,229
2023-03-03,Medellin-Bogota,324
2023-03-04,Medellin-Bogota,263
2023-03-05,Medellin-Bogota,384
2023-03-06,Medellin-Bogota,272
2023-03-07,Medellin-Bogota,210
2023-03-08,Medellin-Bogota,170
2023-03-09,Medellin-Bogota,212
2023-03-10,Medellin-Bogota,348
2023-03-11,Medellin-Bogota,236
2023-03-12,Medellin-Bogota,370
2023-03-13,Medellin-Bogota,232
2023-03-14,Medellin-Bogota,171
2023-03-15,Medellin-Bogota,149
2023-03-16,Medellin-Bogota,247
2023-03-17,Medellin-Bogota,441
2023-03-18,Medellin-Bogota,278
2023-03-19,Medellin-Bogota,310
2023-03-20,Medellin-Bogota,297
2023-03-21,Medellin-Bogota,227
2023-03-22,Medellin-Bogota,217
2023-03-23,Medellin-Bogota,231
2023-03-24,Medellin-Bogota,342
2023-03-25,Medellin-Bogota,289
2023-03-26,Medellin-Bogota,355
2023-03-27,Medellin-Bogota,249
2023-03-28,Medellin-Bogota,202
2023-03-29,Medellin-Bogota,212
2023-03-30,Medellin-Bogota,243
2023-03-31,Medellin-Bogota,357
2023-04-01,Medellin-Bogota,267
2023-04-02,Medellin-Bogota,365
2023-04-03,Medellin-Bogota,242
2023-04-04,Medellin-Bogota,197
2023-04-05,Medellin-Bogota,207
2023-04-06,Medellin-Bogota,268
2023-04-07,Medellin-Bogota,447
2023-04-08,Medellin-Bogota,280
2023-04-09,Medellin-Bogota,381
2023-04-10,Medellin-Bogota,231
2023-04-11,Medellin-Bogota,139
2023-04-12,Medellin-Bogota,205
2023-04-13,Medellin-Bogota,259
2023-04-14,Medellin-Bogota,352
2023-04-15,Medellin-Bogota,282
2023-04-16,Medellin-Bogota,385
2023-04-17,Medellin-Bogota,211
2023-04-18,Medellin-Bogota,174
2023-04-19,Medellin-Bogota,200
2023-04-20,Medellin-Bogota,215
2023-04-21,Medellin-Bogota,357
2023-04-22,Medellin-Bogota,249
2023-04-23,Medellin-Bogota,378
2023-04-24,Medellin-Bogota,237
2023-04-25,Medellin-Bogota,150
2023-04-26,Medellin-Bogota,205
2023-04-27,Medellin-Bogota,222
2023-04-28,Medellin-Bogota,332
2023-04-29,Medellin-Bogota,278
2023-04-30,Medellin-Bogota,389
2023-05-01,Medellin-Bogota,251
2023-05-02,Medellin-Bogota,182
2023-05-03,Medellin-Bogota,189
2023-05-04,Medellin-Bogota,250
2023-05-05,Medellin-Bogota,350
2023-05-06,Medellin-Bogota,266
2023-05-07,Medellin-Bogota,349
2023-05-08,Medellin-Bogota,238
2023-05-09,Medellin-Bogota,159
2023-05-10,Medellin-Bogota,122
2023-05-11,Medellin-Bogota,245
2023-05-12,Medellin-Bogota,365
2023-05-13,Medellin-Bogota,226
2023-05-14,Medellin-Bogota,345
2023-05-15,Medellin-Bogota,249
2023-05-16,Medellin-Bogota,222
2023-05-17,Medellin-Bogota,181
2023-05-18,Medellin-Bogota,222
2023-05-19,Medellin-Bogota,448
2023-05-20,Medellin-Bogota,329
2023-05-21,Medellin-Bogota,353
2023-05-22,Medellin-Bogota,280
2023-05-23,Medellin-Bogota,181
2023-05-24,Medellin-Bogota,162
2023-05-25,Medellin-Bogota,240
2023-05-26,Medellin-Bogota,381
2023-05-27,Medellin-Bogota,281
2023-05-28,Medellin-Bogota,363
2023-05-29,Medellin-Bogota,232
2023-05-30,Medellin-Bogota,151
2023-05-31,Medellin-Bogota,200
2023-06-01,Medellin-Bogota,237
2023-06-02,Medellin-Bogota,347
2023-06-03,Medellin-Bogota,340
2023-06-04,Medellin-Bogota,376
2023-06-05,Medellin-Bogota,225
2023-06-06,Medellin-Bogota,175
2023-06-07,Medellin-Bogota,207
2023-06-08,Medellin-Bogota,243
2023-06-09,Medellin-Bogota,431
2023-06-10,Medellin-Bogota,325
2023-06-11,Medellin-Bogota,360
2023-06-12,Medellin-Bogota,340
2023-06-13,Medellin-Bogota,216
2023-06-14,Medellin-Bogota,177
2023-06-15,Medellin-Bogota,269
2023-06-16,Medellin-Bogota,466
2023-06-17,Medellin-Bogota,327
2023-06-18,Medellin-Bogota,388
2023-06-19,Medellin-Bogota,289
2023-06-20,Medellin-Bogota,184
2023-06-21,Medellin-Bogota,208
2023-06-22,Medellin-Bogota,239
2023-06-23,Medellin-Bogota,354
2023-06-24,Medellin-Bogota,266
2023-06-25,Medellin-Bogota,390
2023-06-26,Medellin-Bogota,288
2023-06-27,Medellin-Bogota,168
2023-06-28,Medellin-Bogota,190
2023-06-29,Medellin-Bogota,276
2023-06-30,Medellin-Bogota,472
2023-07-01,Medellin-Bogota,325
2023-07-02,Medellin-Bogota,363
2023-07-03,Medellin-Bogota,319
2023-07-04,Medellin-Bogota,196
2023-07-05,Medellin-Bogota,210
2023-07-06,Medellin-Bogota,272
2023-07-07,Medellin-Bogota,417
2023-07-08,Medellin-Bogota,299
2023-07-09,Medellin-Bogota,390
2023-07-10,Medellin-Bogota,252
2023-07-11,Medellin-Bogota,183
2023-07-12,Medellin-Bogota,196
2023-07-13,Medellin-Bogota,242
2023-07-14,Medellin-Bogota,366
2023-07-15,Medellin-Bogota,312
2023-07-16,Medellin-Bogota,361
2023-07-17,Medellin-Bogota,269
2023-07-18,Medellin-Bogota,215
2023-07-19,Medellin-Bogota,186
2023-07-20,Medellin-Bogota,240
2023-07-21,Medellin-Bogota,348
2023-07-22,Medellin-Bogota,309
2023-07-23,Medellin-Bogota,378
2023-07-24,Medellin-Bogota,224
2023-07-25,Medellin-Bogota,176
2023-07-26,Medellin-Bogota,203
2023-07-27,Medellin-Bogota,254
2023-07-28,Medellin-Bogota,352
2023-07-29,Medellin-Bogota,273
2023-07-30,Medellin-Bogota,367
2023-07-31,Medellin-Bogota,223
2023-08-01,Medellin-Bogota,217
2023-08-02,Medellin-Bogota,178
2023-08-03,Medellin-Bogota,266
2023-08-04,Medellin-Bogota,384
2023-08-05,Medellin-Bogota,298
2023-08-06,Medellin-Bogota,364
2023-08-07,Medellin-Bogota,285
2023-08-08,Medellin-Bogota,183
2023-08-09,Medellin-Bogota,166
2023-08-10,Medellin-Bogota,247
2023-08-11,Medellin-Bogota,329
2023-08-12,Medellin-Bogota,301
2023-08-13,Medellin-Bogota,362
2023-08-14,Medellin-Bogota,244
2023-08-15,Medellin-Bogota,189
2023-08-16,Medellin-Bogota,178
2023-08-17,Medellin-Bogota,251
2023-08-18,Medellin-Bogota,448
2023-08-19,Medellin-Bogota,322
2023-08-20,Medellin-Bogota,344
2023-08-21,Medellin-Bogota,302
2023-08-22,Medellin-Bogota,231
2023-08-23,Medellin-Bogota,163
2023-08-24,Medellin-Bogota,226
2023-08-25,Medellin-Bogota,362
2023-08-26,Medellin-Bogota,281
2023-08-27,Medellin-Bogota,378
2023-08-28,Medellin-Bogota,249
2023-08-29,Medellin-Bogota,196
2023-08-30,Medellin-Bogota,206
2023-08-31,Medellin-Bogota,248
2023-09-01,Medellin-Bogota,347
2023-09-02,Medellin-Bogota,291
2023-09-03,Medellin-Bogota,409
2023-09-04,Medellin-Bogota,237
2023-09-05,Medellin-Bogota,164
2023-09-06,Medellin-Bogota,206
2023-09-07,Medellin-Bogota,237
2023-09-08,Medellin-Bogota,309
2023-09-09,Medellin-Bogota,294
2023-09-10,Medellin-Bogota,360
2023-09-11,Medellin-Bogota,238
2023-09-12,Medellin-Bogota,190
2023-09-13,Medellin-Bogota,188
2023-09-14,Medellin-Bogota,254
2023-09-15,Medellin-Bogota,344
2023-09-16,Medellin-Bogota,288
2023-09-17,Medellin-Bogota,366
2023-09-18,Medellin-Bogota,255
2023-09-19,Medellin-Bogota,196
2023-09-20,Medellin-Bogota,165
2023-09-21,Medellin-Bogota,262
2023-09-22,Medellin-Bogota,342
2023-09-23,Medellin-Bogota,294
2023-09-24,Medellin-Bogota,379
2023-09-25,Medellin-Bogota,277
2023-09-26,Medellin-Bogota,180
2023-09-27,Medellin-Bogota,177
2023-09-28,Medellin-Bogota,240
2023-09-29,Medellin-Bogota,347
2023-09-30,Medellin-Bogota,294
2023-10-01,Medellin-Bogota,340
2023-10-02,Medellin-Bogota,220
2023-10-03,Medellin-Bogota,163
2023-10-04,Medellin-Bogota,203
2023-10-05,Medellin-Bogota,275
2023-10-06,Medellin-Bogota,352
2023-10-07,Medellin-Bogota,275
2023-10-08,Medellin-Bogota,374
2023-10-09,Medellin-Bogota,264
2023-10-10,Medellin-Bogota,166
2023-10-11,Medellin-Bogota,189
2023-10-12,Medellin-Bogota,260
2023-10-13,Medellin-Bogota,470
2023-10-14,Medellin-Bogota,310
2023-10-15,Medellin-Bogota,393
2023-10-16,Medellin-Bogota,247
2023-10-17,Medellin-Bogota,207
2023-10-18,Medellin-Bogota,171
2023-10-19,Medellin-Bogota,205
2023-10-20,Medellin-Bogota,364
2023-10-21,Medellin-Bogota,306
2023-10-22,Medellin-Bogota,370
2023-10-23,Medellin-Bogota,260
2023-10-24,Medellin-Bogota,217
2023-10-25,Medellin-Bogota,211
2023-10-26,Medellin-Bogota,274
2023-10-27,Medellin-Bogota,369
2023-10-28,Medellin-Bogota,281
2023-10-29,Medellin-Bogota,342
2023-10-30,Medellin-Bogota,237
2023-10-31,Medellin-Bogota,168
2023-11-01,Medellin-Bogota,228
2023-11-02,Medellin-Bogota,238
2023-11-03,Medellin-Bogota,464
2023-11-04,Medellin-Bogota,318
2023-11-05,Medellin-Bogota,375
2023-11-06,Medellin-Bogota,336
2023-11-07,Medellin-Bogota,182
2023-11-08,Medellin-Bogota,189
2023-11-09,Medellin-Bogota,227
2023-11-10,Medellin-Bogota,436
2023-11-11,Medellin-Bogota,296
2023-11-12,Medellin-Bogota,374
2023-11-13,Medellin-Bogota,294
2023-11-14,Medellin-Bogota,181
2023-11-15,Medellin-Bogota,158
2023-11-16,Medellin-Bogota,241
2023-11-17,Medellin-Bogota,327
2023-11-18,Medellin-Bogota,296
2023-11-19,Medellin-Bogota,378
2023-11-20,Medellin-Bogota,214
2023-11-21,Medellin-Bogota,180
2023-11-22,Medellin-Bogota,172
2023-11-23,Medellin-Bogota,250
2023-11-24,Medellin-Bogota,386
2023-11-25,Medellin-Bogota,245
2023-11-26,Medellin-Bogota,381
2023-11-27,Medellin-Bogota,242
2023-11-28,Medellin-Bogota,201
2023-11-29,Medellin-Bogota,193
2023-11-30,Medellin-Bogota,231
2023-12-01,Medellin-Bogota,356
2023-12-02,Medellin-Bogota,270
2023-12-03,Medellin-Bogota,405
2023-12-04,Medellin-Bogota,249
2023-12-05,Medellin-Bogota,228
2023-12-06,Medellin-Bogota,190
2023-12-07,Medellin-Bogota,236
2023-12-08,Medellin-Bogota,393
2023-12-09,Medellin-Bogota,254
2023-12-10,Medellin-Bogota,358
2023-12-11,Medellin-Bogota,258
2023-12-12,Medellin-Bogota,204
2023-12-13,Medellin-Bogota,163
2023-12-14,Medellin-Bogota,272
2023-12-15,Medellin-Bogota,365
2023-12-16,Medellin-Bogota,299
2023-12-17,Medellin-Bogota,429
2023-12-18,Medellin-Bogota,275
2023-12-19,Medellin-Bogota,192
2023-12-20,Medellin-Bogota,180
2023-12-21,Medellin-Bogota,216
2023-12-22,Medellin-Bogota,366
2023-12-23,Medellin-Bogota,296
2023-12-24,Medellin-Bogota,383
2023-12-25,Medellin-Bogota,297
2023-12-26,Medellin-Bogota,201
2023-12-27,Medellin-Bogota,195
2023-12-28,Medellin-Bogota,248
2023-12-29,Medellin-Bogota,388
2023-12-30,Medellin-Bogota,311
2023-12-31,Medellin-Bogota,383
2024-01-01,Medellin-Bogota,329
2024-01-02,Medellin-Bogota,198
2024-01-03,Medellin-Bogota,201
2024-01-04,Medellin-Bogota,276
2024-01-05,Medellin-Bogota,503
2024-01-06,Medellin-Bogota,351
2024-01-07,Medellin-Bogota,409
2024-01-08,Medellin-Bogota,313
2024-01-09,Medellin-Bogota,216
2024-01-10,Medellin-Bogota,176
2024-01-11,Medellin-Bogota,261
2024-01-12,Medellin-Bogota,379
2024-01-13,Medellin-Bogota,294
2024-01-14,Medellin-Bogota,395
2024-01-15,Medellin-Bogota,219
2024-01-16,Medellin-Bogota,185
2024-01-17,Medellin-Bogota,197
2024-01-18,Medellin-Bogota,258
2024-01-19,Medellin-Bogota,353
2024-01-20,Medellin-Bogota,319
2024-01-21,Medellin-Bogota,374
2024-01-22,Medellin-Bogota,272
2024-01-23,Medellin-Bogota,201
2024-01-24,Medellin-Bogota,180
2024-01-25,Medellin-Bogota,286
2024-01-26,Medellin-Bogota,344
2024-01-27,Medellin-Bogota,307
2024-01-28,Medellin-Bogota,406
2024-01-29,Medellin-Bogota,236
2024-01-30,Medellin-Bogota,218
2024-01-31,Medellin-Bogota,185
2024-02-01,Medellin-Bogota,254
2024-02-02,Medellin-Bogota,369
2024-02-03,Medellin-Bogota,283
2024-02-04,Medellin-Bogota,399
2024-02-05,Medellin-Bogota,263
2024-02-06,Medellin-Bogota,154
2024-02-07,Medellin-Bogota,215
2024-02-08,Medellin-Bogota,213
2024-02-09,Medellin-Bogota,382
2024-02-10,Medellin-Bogota,307
2024-02-11,Medellin-Bogota,359
2024-02-12,Medellin-Bogota,238
2024-02-13,Medellin-Bogota,166
2024-02-14,Medellin-Bogota,184
2024-02-15,Medellin-Bogota,239
2024-02-16,Medellin-Bogota,376
2024-02-17,Medellin-Bogota,310
2024-02-18,Medellin-Bogota,408
2024-02-19,Medellin-Bogota,234
2024-02-20,Medellin-Bogota,184
2024-02-21,Medellin-Bogota,154
2024-02-22,Medellin-Bogota,229
2024-02-23,Medellin-Bogota,380
2024-02-24,Medellin-Bogota,316
2024-02-25,Medellin-Bogota,355
2024-02-26,Medellin-Bogota,234
2024-02-27,Medellin-Bogota,187
2024-02-28,Medellin-Bogota,193
2024-02-29,Medellin-Bogota,229
2024-03-01,Medellin-Bogota,369
2024-03-02,Medellin-Bogota,274
2024-03-03,Medellin-Bogota,380
2024-03-04,Medellin-Bogota,257
2024-03-05,Medellin-Bogota,188
2024-03-06,Medellin-Bogota,179
2024-03-07,Medellin-Bogota,244
2024-03-08,Medellin-Bogota,360
2024-03-09,Medellin-Bogota,277
2024-03-10,Medellin-Bogota,376
2024-03-11,Medellin-Bogota,279
2024-03-12,Medellin-Bogota,200
2024-03-13,Medellin-Bogota,183
2024-03-14,Medellin-Bogota,262
2024-03-15,Medellin-Bogota,358
2024-03-16,Medellin-Bogota,311
2024-03-17,Medellin-Bogota,393
2024-03-18,Medellin-Bogota,247
2024-03-19,Medellin-Bogota,200
2024-03-20,Medellin-Bogota,161
2024-03-21,Medellin-Bogota,229
2024-03-22,Medellin-Bogota,458
2024-03-23,Medellin-Bogota,325
2024-03-24,Medellin-Bogota,427
2024-03-25,Medellin-Bogota,363
2024-03-26,Medellin-Bogota,218
2024-03-27,Medellin-Bogota,206
2024-03-28,Medellin-Bogota,259
2024-03-29,Medellin-Bogota,424
2024-03-30,Medellin-Bogota,282
2024-03-31,Medellin-Bogota,387
2024-04-01,Medellin-Bogota,255
2024-04-02,Medellin-Bogota,189
2024-04-03,Medellin-Bogota,159
2024-04-04,Medellin-Bogota,274
2024-04-05,Medellin-Bogota,360
2024-04-06,Medellin-Bogota,305
2024-04-07,Medellin-Bogota,442
2024-04-08,Medellin-Bogota,240
2024-04-09,Medellin-Bogota,147
2024-04-10,Medellin-Bogota,192
2024-04-11,Medellin-Bogota,279
2024-04-12,Medellin-Bogota,416
2024-04-13,Medellin-Bogota,271
2024-04-14,Medellin-Bogota,405
2024-04-15,Medellin-Bogota,245
2024-04-16,Medellin-Bogota,192
2024-04-17,Medellin-Bogota,247
2024-04-18,Medellin-Bogota,222
2024-04-19,Medellin-Bogota,375
2024-04-20,Medellin-Bogota,300
2024-04-21,Medellin-Bogota,409
2024-04-22,Medellin-Bogota,252
2024-04-23,Medellin-Bogota,197
2024-04-24,Medellin-Bogota,183
2024-04-25,Medellin-Bogota,254
2024-04-26,Medellin-Bogota,358
2024-04-27,Medellin-Bogota,300
2024-04-28,Medellin-Bogota,377
2024-04-29,Medellin-Bogota,256
2024-04-30,Medellin-Bogota,189
2024-05-01,Medellin-Bogota,241
2024-05-02,Medellin-Bogota,247
2024-05-03,Medellin-Bogota,328
2024-05-04,Medellin-Bogota,312
2024-05-05,Medellin-Bogota,365
2024-05-06,Medellin-Bogota,235
2024-05-07,Medellin-Bogota,178
2024-05-08,Medellin-Bogota,217
2024-05-09,Medellin-Bogota,205
2024-05-10,Medellin-Bogota,536
2024-05-11,Medellin-Bogota,336
2024-05-12,Medellin-Bogota,388
2024-05-13,Medellin-Bogota,309
2024-05-14,Medellin-Bogota,205
2024-05-15,Medellin-Bogota,200
2024-05-16,Medellin-Bogota,261
2024-05-17,Medellin-Bogota,376
2024-05-18,Medellin-Bogota,289
2024-05-19,Medellin-Bogota,380
2024-05-20,Medellin-Bogota,245
2024-05-21,Medellin-Bogota,186
2024-05-22,Medellin-Bogota,213
2024-05-23,Medellin-Bogota,261
2024-05-24,Medellin-Bogota,307
2024-05-25,Medellin-Bogota,301
2024-05-26,Medellin-Bogota,389
2024-05-27,Medellin-Bogota,249
2024-05-28,Medellin-Bogota,183
2024-05-29,Medellin-Bogota,214
2024-05-30,Medellin-Bogota,269
2024-05-31,Medellin-Bogota,462
2024-06-01,Medellin-Bogota,327
2024-06-02,Medellin-Bogota,368
2024-06-03,Medellin-Bogota,286
2024-06-04,Medellin-Bogota,189
2024-06-05,Medellin-Bogota,210
2024-06-06,Medellin-Bogota,271
2024-06-07,Medellin-Bogota,492
2024-06-08,Medellin-Bogota,336
2024-06-09,Medellin-Bogota,402
2024-06-10,Medellin-Bogota,304
2024-06-11,Medellin-Bogota,213
2024-06-12,Medellin-Bogota,211
2024-06-13,Medellin-Bogota,270
2024-06-14,Medellin-Bogota,398
2024-06-15,Medellin-Bogota,310
2024-06-16,Medellin-Bogota,403
2024-06-17,Medellin-Bogota,278
2024-06-18,Medellin-Bogota,196
2024-06-19,Medellin-Bogota,179
2024-06-20,Medellin-Bogota,254
2024-06-21,Medellin-Bogota,364
2024-06-22,Medellin-Bogota,285
2024-06-23,Medellin-Bogota,397
2024-06-24,Medellin-Bogota,243
2024-06-25,Medellin-Bogota,192
2024-06-26,Medellin-Bogota,161
2024-06-27,Medellin-Bogota,264
2024-06-28,Medellin-Bogota,496
2024-06-29,Medellin-Bogota,315
2024-06-30,Medellin-Bogota,416
2024-07-01,Medellin-Bogota,344
2024-07-02,Medellin-Bogota,177
2024-07-03,Medellin-Bogota,184
2024-07-04,Medellin-Bogota,245
2024-07-05,Medellin-Bogota,364
2024-07-06,Medellin-Bogota,318
2024-07-07,Medellin-Bogota,399
2024-07-08,Medellin-Bogota,255
2024-07-09,Medellin-Bogota,159
2024-07-10,Medellin-Bogota,212
2024-07-11,Medellin-Bogota,235
2024-07-12,Medellin-Bogota,382
2024-07-13,Medellin-Bogota,305
2024-07-14,Medellin-Bogota,428
2024-07-15,Medellin-Bogota,232
2024-07-16,Medellin-Bogota,137
2024-07-17,Medellin-Bogota,201
2024-07-18,Medellin-Bogota,294
2024-07-19,Medellin-Bogota,403
2024-07-20,Medellin-Bogota,346
2024-07-21,Medellin-Bogota,387
2024-07-22,Medellin-Bogota,272
2024-07-23,Medellin-Bogota,176
2024-07-24,Medellin-Bogota,205
2024-07-25,Medellin-Bogota,265
2024-07-26,Medellin-Bogota,396
2024-07-27,Medellin-Bogota,350
2024-07-28,Medellin-Bogota,401
2024-07-29,Medellin-Bogota,244
2024-07-30,Medellin-Bogota,194
2024-07-31,Medellin-Bogota,159
2024-08-01,Medellin-Bogota,239
2024-08-02,Medellin-Bogota,363
2024-08-03,Medellin-Bogota,282
2024-08-04,Medellin-Bogota,394
2024-08-05,Medellin-Bogota,236
2024-08-06,Medellin-Bogota,215
2024-08-07,Medellin-Bogota,222
2024-08-08,Medellin-Bogota,252
2024-08-09,Medellin-Bogota,363
2024-08-10,Medellin-Bogota,294
2024-08-11,Medellin-Bogota,406
2024-08-12,Medellin-Bogota,234
2024-08-13,Medellin-Bogota,179
2024-08-14,Medellin-Bogota,186
2024-08-15,Medellin-Bogota,224
2024-08-16,Medellin-Bogota,463
2024-08-17,Medellin-Bogota,310
2024-08-18,Medellin-Bogota,406
2024-08-19,Medellin-Bogota,319
2024-08-20,Medellin-Bogota,206
2024-08-21,Medellin-Bogota,209
2024-08-22,Medellin-Bogota,248
2024-08-23,Medellin-Bogota,377
2024-08-24,Medellin-Bogota,288
2024-08-25,Medellin-Bogota,394
2024-08-26,Medellin-Bogota,239
2024-08-27,Medellin-Bogota,143
2024-08-28,Medellin-Bogota,190
2024-08-29,Medellin-Bogota,280
2024-08-30,Medellin-Bogota,388
2024-08-31,Medellin-Bogota,310
2024-09-01,Medellin-Bogota,413
2024-09-02,Medellin-Bogota,253
2024-09-03,Medellin-Bogota,196
2024-09-04,Medellin-Bogota,180
2024-09-05,Medellin-Bogota,245
2024-09-06,Medellin-Bogota,382
2024-09-07,Medellin-Bogota,315
2024-09-08,Medellin-Bogota,386
2024-09-09,Medellin-Bogota,242
2024-09-10,Medellin-Bogota,193
2024-09-11,Medellin-Bogota,205
2024-09-12,Medellin-Bogota,223
2024-09-13,Medellin-Bogota,324
2024-09-14,Medellin-Bogota,280
2024-09-15,Medellin-Bogota,365
2024-09-16,Medellin-Bogota,242
2024-09-17,Medellin-Bogota,190
2024-09-18,Medellin-Bogota,184
2024-09-19,Medellin-Bogota,281
2024-09-20,Medellin-Bogota,376
2024-09-21,Medellin-Bogota,297
2024-09-22,Medellin-Bogota,402
2024-09-23,Medellin-Bogota,229
2024-09-24,Medellin-Bogota,214
2024-09-25,Medellin-Bogota,191
2024-09-26,Medellin-Bogota,265
2024-09-27,Medellin-Bogota,349
2024-09-28,Medellin-Bogota,260
2024-09-29,Medellin-Bogota,406
2024-09-30,Medellin-Bogota,260
2024-10-01,Medellin-Bogota,175
2024-10-02,Medellin-Bogota,176
2024-10-03,Medellin-Bogota,275
2024-10-04,Medellin-Bogota,347
2024-10-05,Medellin-Bogota,325
2024-10-06,Medellin-Bogota,372
2024-10-07,Medellin-Bogota,265
2024-10-08,Medellin-Bogota,187
2024-10-09,Medellin-Bogota,205
2024-10-10,Medellin-Bogota,242
2024-10-11,Medellin-Bogota,479
2024-10-12,Medellin-Bogota,322
2024-10-13,Medellin-Bogota,371
2024-10-14,Medellin-Bogota,331
2024-10-15,Medellin-Bogota,193
2024-10-16,Medellin-Bogota,189
2024-10-17,Medellin-Bogota,233
2024-10-18,Medellin-Bogota,320
2024-10-19,Medellin-Bogota,288
2024-10-20,Medellin-Bogota,439
2024-10-21,Medellin-Bogota,269
2024-10-22,Medellin-Bogota,193
2024-10-23,Medellin-Bogota,188
2024-10-24,Medellin-Bogota,253
2024-10-25,Medellin-Bogota,383
2024-10-26,Medellin-Bogota,269
2024-10-27,Medellin-Bogota,414
2024-10-28,Medellin-Bogota,267
2024-10-29,Medellin-Bogota,208
2024-10-30,Medellin-Bogota,203
2024-10-31,Medellin-Bogota,254
2024-11-01,Medellin-Bogota,497
2024-11-02,Medellin-Bogota,334
2024-11-03,Medellin-Bogota,385
2024-11-04,Medellin-Bogota,305
2024-11-05,Medellin-Bogota,206
2024-11-06,Medellin-Bogota,225
2024-11-07,Medellin-Bogota,229
2024-11-08,Medellin-Bogota,455
2024-11-09,Medellin-Bogota,326
2024-11-10,Medellin-Bogota,394
2024-11-11,Medellin-Bogota,321
2024-11-12,Medellin-Bogota,209
2024-11-13,Medellin-Bogota,190
2024-11-14,Medellin-Bogota,284
2024-11-15,Medellin-Bogota,342
2024-11-16,Medellin-Bogota,278
2024-11-17,Medellin-Bogota,392
2024-11-18,Medellin-Bogota,222
2024-11-19,Medellin-Bogota,192
2024-11-20,Medellin-Bogota,229
2024-11-21,Medellin-Bogota,256
2024-11-22,Medellin-Bogota,380
2024-11-23,Medellin-Bogota,271
2024-11-24,Medellin-Bogota,384
2024-11-25,Medellin-Bogota,249
2024-11-26,Medellin-Bogota,190
2024-11-27,Medellin-Bogota,223
2024-11-28,Medellin-Bogota,269
2024-11-29,Medellin-Bogota,357
2024-11-30,Medellin-Bogota,304
2024-12-01,Medellin-Bogota,411
2024-12-02,Medellin-Bogota,282
2024-12-03,Medellin-Bogota,231
2024-12-04,Medellin-Bogota,179
2024-12-05,Medellin-Bogota,245
2024-12-06,Medellin-Bogota,360
2024-12-07,Medellin-Bogota,299
2024-12-08,Medellin-Bogota,477
2024-12-09,Medellin-Bogota,284
2024-12-10,Medellin-Bogota,201
2024-12-11,Medellin-Bogota,197
2024-12-12,Medellin-Bogota,269
2024-12-13,Medellin-Bogota,375
2024-12-14,Medellin-Bogota,351
2024-12-15,Medellin-Bogota,382
2024-12-16,Medellin-Bogota,272
2024-12-17,Medellin-Bogota,247
2024-12-18,Medellin-Bogota,207
2024-12-19,Medellin-Bogota,267
2024-12-20,Medellin-Bogota,391
2024-12-21,Medellin-Bogota,310
2024-12-22,Medellin-Bogota,448
2024-12-23,Medellin-Bogota,228
2024-12-24,Medellin-Bogota,240
2024-12-25,Medellin-Bogota,212
2024-12-26,Medellin-Bogota,268
2024-12-27,Medellin-Bogota,394
2024-12-28,Medellin-Bogota,329
2024-12-29,Medellin-Bogota,392
2024-12-30,Medellin-Bogota,283
2024-12-31,Medellin-Bogota,250
2023-01-01,Medellin-Cartagena,246
2023-01-02,Medellin-Cartagena,153
2023-01-03,Medellin-Cartagena,113
2023-01-04,Medellin-Cartagena,123
2023-01-05,Medellin-Cartagena,150
2023-01-06,Medellin-Cartagena,269
2023-01-07,Medellin-Cartagena,191
2023-01-08,Medellin-Cartagena,237
2023-01-09,Medellin-Cartagena,182
2023-01-10,Medellin-Cartagena,128
2023-01-11,Medellin-Cartagena,102
2023-01-12,Medellin-Cartagena,134
2023-01-13,Medellin-Cartagena,206
